The copyright to the intellectual property of this file is held by www.climatedata.info
Title,"Temperature, CO2 and Milankovitch cycles - EPICA",,
Source,http://www.ncdc.noaa.gov/paleo/indexice.html,,
Source,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,
BP,Temperature,CO2,Milankovich
-192200,-4.94,224.141,492.58
-192100,-4.75,223.808,491.27
-192000,-5.74,223.476,489.97
-191900,-5.48,223.144,488.66
-191800,-6.133,222.812,487.4
-191700,-6.93,222.479,486.14
-191600,-6.28,222.147,484.88
-191500,-6.91,221.815,483.62
-191400,-6.74,221.482,482.36
-191300,-7.015,221.15,481.1
-191200,-7.27,220.818,479.84
-191100,-7.18,220.486,478.59
-191000,-6.97,220.153,477.33
-190900,-7.656,219.821,476.07
-190800,-8.06,219.489,475
-190700,-7.08,219.156,473.94
-190600,-8.01,218.824,472.87
-190500,-7.99,218.492,471.81
-190400,-7.598,218,470.74
-190300,-7.02,218.094,469.67
-190200,-6.71,218.274,468.61
-190100,-6.31,218.454,467.54
-190000,-7.43,218.635,466.48
-189900,-7.037,218.815,465.41
-189800,-6.66,218.995,464.56
-189700,-6.51,219.175,463.72
-189600,-6.27,219.356,462.87
-189500,-6.73,219.536,462.02
-189400,-6.73,219.716,461.17
-189300,-6.11,219.896,460.33
-189200,-6.11,220.077,459.48
-189100,-6.11,220.3,458.63
-189000,-5.45,221.618,457.78
-188900,-6.62,223.353,456.94
-188800,-6.2,225.087,456.43
-188700,-6.12,226.821,455.92
-188600,-6.58,228.556,455.41
-188500,-5.57,230.29,454.9
-188400,-5.64,231.4,454.39
-188300,-5.69,231.392,453.89
-188200,-5.69,231.386,453.38
-188100,-4.03,231.381,452.87
-188000,-4.32,231.375,452.36
-187900,-3.89,231.369,451.85
-187800,-4.38,231.363,451.68
-187700,-5.02,231.358,451.51
-187600,-5.09,231.352,451.34
-187500,-5.83,231.346,451.17
-187400,-5.62,231.34,451
-187300,-5.54,231.335,450.83
-187200,-6.148,231.329,450.67
-187100,-6.63,231.323,450.5
-187000,-6.63,231.317,450.33
-186900,-6.75,231.312,450.16
-186800,-7.03,231.306,450.33
-186700,-6.47,231.3,450.5
-186600,-7.33,230.307,450.67
-186500,-7.527,229.283,450.83
-186400,-7.69,228.259,451
-186300,-7.65,227.235,451.17
-186200,-7.77,226.211,451.34
-186100,-7.84,225.188,451.51
-186000,-7.866,224.164,451.68
-185900,-7.89,223.14,451.85
-185800,-8.34,222.116,452.36
-185700,-8.22,221.092,452.87
-185600,-8.322,220.068,453.38
-185500,-8.41,219.044,453.89
-185400,-8.5,218.021,454.39
-185300,-7.51,216.997,454.9
-185200,-7.87,215.973,455.41
-185100,-8.054,214.949,455.92
-185000,-8.35,213.925,456.43
-184900,-8.66,212.901,456.94
-184800,-8.938,211.877,457.74
-184700,-9.15,210.7,458.54
-184600,-8.43,210.465,459.33
-184500,-8.82,210.188,460.13
-184400,-8.924,209.912,460.93
-184300,-9.04,209.635,461.73
-184200,-8.35,209.358,462.53
-184100,-8.55,209.082,463.33
-184000,-8.443,208.805,464.13
-183900,-8.31,208.529,464.93
-183800,-8.84,208.252,465.97
-183700,-9.068,207.975,467.01
-183600,-9.2,207.699,468.05
-183500,-9.26,207.422,469.09
-183400,-8.32,207.145,470.13
-183300,-8.865,206.869,471.18
-183200,-9.23,206.592,472.22
-183100,-8.77,206.316,473.26
-183000,-8.84,206.039,474.3
-182900,-8.78,205.762,475.34
-182800,-8.74,205.486,476.53
-182700,-8.84,205.209,477.71
-182600,-8.41,204.933,478.9
-182500,-8.51,204.656,480.09
-182400,-8.306,204.379,481.27
-182300,-8.02,204.103,482.46
-182200,-8.89,203.826,483.65
-182100,-9.24,203.549,484.83
-182000,-8.976,203.4,486.02
-181900,-8.55,203.127,487.21
-181800,-9.06,202.94,488.49
-181700,-9.08,202.753,489.77
-181600,-8.742,202.566,491.06
-181500,-8.32,202.379,492.34
-181400,-8.79,202.192,493.62
-181300,-9,202.005,494.91
-181200,-8.644,201.818,496.19
-181100,-8.29,201.63,497.47
-181000,-8.49,201.443,498.76
-180900,-8.1,201.256,500.04
-180800,-8.654,201.069,501.27
-180700,-9.02,200.882,502.51
-180600,-8.68,200.695,503.74
-180500,-8.6,200.508,504.98
-180400,-8.26,200.321,506.21
-180300,-7.866,200.134,507.45
-180200,-7.47,199.947,508.68
-180100,-8.39,199.7,509.92
-180000,-8.95,199.586,511.15
-179900,-7.13,199.417,512.39
-179800,-7.721,199.249,513.55
-179700,-8.2,199.081,514.71
-179600,-8.58,198.913,515.88
-179500,-8.83,198.744,517.04
-179400,-8.16,198.576,518.2
-179300,-8.4,198.408,519.36
-179200,-8.68,198.24,520.53
-179100,-8.03,198.1,521.69
-179000,-7.46,200.545,522.85
-178900,-7.05,202.634,524.01
-178800,-6.92,204.724,524.98
-178700,-7,206.813,525.95
-178600,-5.93,208.903,526.92
-178500,-6.69,210.993,527.89
-178400,-6.613,213.082,528.86
-178300,-6.54,215.172,529.82
-178200,-6.32,217.7,530.79
-178100,-5.85,217.358,531.76
-178000,-5.99,216.926,532.73
-177900,-5.71,216.493,533.7
-177800,-5.84,216.06,534.45
-177700,-6.75,215.627,535.2
-177600,-7.93,215.195,535.95
-177500,-6.61,214.762,536.7
-177400,-6.76,214.329,537.45
-177300,-6.84,213.897,538.2
-177200,-6.33,213.464,538.95
-177100,-5.61,213.2,539.7
-177000,-6.79,212.783,540.45
-176900,-6.94,212.483,541.21
-176800,-8.11,212.183,541.69
-176700,-8.28,211.883,542.17
-176600,-8.28,211.583,542.66
-176500,-8.28,211.283,543.14
-176400,-8.87,210.983,543.63
-176300,-8.68,210.683,544.11
-176200,-8.53,210.383,544.6
-176100,-8.559,210.082,545.08
-176000,-8.6,209.782,545.56
-175900,-9.23,209.482,546.05
-175800,-8.87,209.182,546.27
-175700,-8.88,208.882,546.48
-175600,-8.89,208.582,546.7
-175500,-8.15,208.282,546.92
-175400,-7.95,207.982,547.14
-175300,-7.62,207.7,547.36
-175200,-7.46,206.724,547.57
-175100,-7.951,205.804,547.79
-175000,-8.41,204.883,548.01
-174900,-7.87,203.963,548.23
-174800,-7.37,203.042,548.16
-174700,-7.98,202.122,548.08
-174600,-7.56,201.201,548.01
-174500,-8.38,200.281,547.94
-174400,-8.092,199.36,547.86
-174300,-7.81,198.44,547.79
-174200,-8.12,197.519,547.72
-174100,-7.99,196.599,547.65
-174000,-8.07,195.678,547.57
-173900,-8.32,194.758,547.5
-173800,-8.504,193.837,547.23
-173700,-8.7,192.917,546.97
-173600,-8.18,191.996,546.7
-173500,-8.17,191.076,546.44
-173400,-7.61,190.1,546.17
-173300,-8.14,189.846,545.9
-173200,-7.745,189.576,545.64
-173100,-7.4,189.4,545.37
-173000,-8.46,189.573,545.1
-172900,-7.64,189.702,544.84
-172800,-7.46,189.83,544.35
-172700,-6.71,189.959,543.87
-172600,-7.45,190.087,543.38
-172500,-6.76,190.215,542.9
-172400,-7.1,190.3,542.42
-172300,-6.1,191.005,541.93
-172200,-6.68,191.532,541.45
-172100,-5.84,192.058,540.96
-172000,-5.92,192.584,540.48
-171900,-6.64,193.111,539.99
-171800,-6.03,193.637,539.39
-171700,-6.55,194.163,538.78
-171600,-6.97,194.69,538.18
-171500,-7.186,195.216,537.57
-171400,-7.4,196,536.97
-171300,-8.28,196.047,536.36
-171200,-8.13,196.138,535.76
-171100,-8.56,196.23,535.15
-171000,-8.44,196.321,534.55
-170900,-8.294,196.412,533.94
-170800,-8.18,196.504,533.24
-170700,-8.12,196.595,532.54
-170600,-8.27,196.687,531.83
-170500,-8.12,196.778,531.13
-170400,-8.31,196.87,530.43
-170300,-8.13,196.961,529.73
-170200,-7.91,197.053,529.03
-170100,-7.774,197.144,528.32
-170000,-7.65,197.235,527.62
-169900,-8.03,197.327,526.92
-169800,-6.59,197.418,526.14
-169700,-6.64,197.51,525.37
-169600,-7.54,197.601,524.59
-169500,-7.63,197.7,523.82
-169400,-7.53,197.704,523.04
-169300,-6.79,197.708,522.27
-169200,-6.49,197.713,521.49
-169100,-6.58,197.717,520.72
-169000,-6.46,197.721,519.94
-168900,-7.89,197.726,519.17
-168800,-8.14,197.73,518.47
-168700,-6.68,197.734,517.77
-168600,-6.46,197.739,517.06
-168500,-7.09,197.743,516.36
-168400,-6.76,197.747,515.66
-168300,-5.83,197.752,514.96
-168200,-6.06,197.756,514.25
-168100,-6.79,197.76,513.55
-168000,-6.32,197.765,512.85
-167900,-7.16,197.769,512.15
-167800,-7.41,197.773,511.45
-167700,-7.648,197.778,510.74
-167600,-7.95,197.782,510.04
-167500,-6.98,197.786,509.34
-167400,-7.34,197.791,508.64
-167300,-7.56,197.795,507.93
-167200,-7.54,197.8,507.23
-167100,-7.61,197.764,506.53
-167000,-7.38,197.72,505.83
-166900,-8.88,197.676,505.12
-166800,-8.34,197.633,504.52
-166700,-8.46,197.589,503.91
-166600,-8.6,197.545,503.31
-166500,-7.63,197.501,502.7
-166400,-8.15,197.458,502.1
-166300,-8.54,197.414,501.49
-166200,-9.08,197.37,500.89
-166100,-8,197.326,500.28
-166000,-8.086,197.283,499.68
-165900,-8.19,197.239,499.07
-165800,-8.39,197.195,498.56
-165700,-8.73,197.152,498.05
-165600,-8.19,197.108,497.55
-165500,-7.77,197.064,497.04
-165400,-8.257,197.02,496.53
-165300,-8.64,196.977,496.02
-165200,-8.92,196.933,495.51
-165100,-9.19,196.889,495
-165000,-8.25,196.845,494.49
-164900,-8.54,196.802,493.99
-164800,-8.65,196.758,493.57
-164700,-8.75,196.714,493.16
-164600,-8.62,196.67,492.75
-164500,-8.38,196.627,492.34
-164400,-9.12,196.6,491.93
-164300,-9.341,194.199,491.52
-164200,-9.49,192.472,491.1
-164100,-8.93,190.744,490.69
-164000,-9.28,189.017,490.28
-163900,-8.4,187.289,489.87
-163800,-7.12,185.562,489.58
-163700,-7.4,183.8,489.29
-163600,-8.52,184.222,489
-163500,-8.55,184.652,488.71
-163400,-8.58,185.082,488.42
-163300,-7.12,185.513,488.13
-163200,-7.45,185.943,487.84
-163100,-6.92,186.373,487.54
-163000,-6.88,186.7,487.25
-162900,-6.97,187.23,486.96
-162800,-6.83,187.657,486.79
-162700,-7.82,188.084,486.62
-162600,-7.32,188.511,486.46
-162500,-6.17,188.938,486.29
-162400,-6.91,189.365,486.12
-162300,-6.21,189.793,485.95
-162200,-6.47,190.1,485.78
-162100,-6.39,190.45,485.61
-162000,-6.62,190.723,485.44
-161900,-6.73,190.996,485.27
-161800,-7.54,191.269,485.2
-161700,-6.93,191.6,485.12
-161600,-7.24,191.823,485.05
-161500,-8.13,192.105,484.98
-161400,-8.87,192.388,484.91
-161300,-9.04,192.67,484.83
-161200,-8.485,192.952,484.76
-161100,-8,193.234,484.69
-161000,-8.23,193.517,484.61
-160900,-8.1,193.799,484.54
-160800,-8.02,194.081,484.59
-160700,-8.17,194.363,484.64
-160600,-7.57,194.646,484.69
-160500,-7.57,194.928,484.74
-160400,-7.7,195.21,484.78
-160300,-7.39,195.492,484.83
-160200,-7.47,195.775,484.88
-160100,-7.46,196.057,484.93
-160000,-7.709,196.339,484.98
-159900,-7.96,196.5,485.03
-159800,-7.58,199.428,485.15
-159700,-7.38,201.475,485.27
-159600,-7.3,204.3,485.39
-159500,-6.93,204.022,485.51
-159400,-6.99,203.574,485.63
-159300,-6.86,203.126,485.75
-159200,-5.74,202.678,485.87
-159100,-6.52,202.23,486
-159000,-6.06,201.782,486.12
-158900,-7.29,201.334,486.24
-158800,-7.57,200.885,486.46
-158700,-7.92,200.437,486.67
-158600,-8.018,199.989,486.89
-158500,-8.11,199.541,487.11
-158400,-9.07,199.093,487.33
-158300,-9.73,198.645,487.54
-158200,-9.02,198.197,487.76
-158100,-8.95,197.749,487.98
-158000,-9.04,197.3,488.2
-157900,-8.48,196.852,488.42
-157800,-8.82,196.404,488.68
-157700,-8.41,195.956,488.95
-157600,-8.27,195.508,489.22
-157500,-8.734,195.06,489.48
-157400,-9.16,194.612,489.75
-157300,-9.52,194.164,490.01
-157200,-8.64,193.715,490.28
-157100,-8.77,193.267,490.55
-157000,-8.94,192.819,490.81
-156900,-8.709,192.371,491.08
-156800,-8.53,191.923,491.4
-156700,-9.61,191.475,491.71
-156600,-8.96,191.027,492.02
-156500,-8.78,190.579,492.34
-156400,-9.58,190.131,492.65
-156300,-9.772,189.682,492.97
-156200,-10.03,189.234,493.28
-156100,-9.92,188.786,493.6
-156000,-8.99,188.338,493.91
-155900,-8.62,187.89,494.23
-155800,-8.493,187.5,494.59
-155700,-8.38,186.959,494.95
-155600,-8.36,186.481,495.32
-155500,-9.25,186.002,495.68
-155400,-8.53,185.5,496.04
-155300,-8.48,185.863,496.41
-155200,-8.93,186.246,496.77
-155100,-9.02,186.628,497.13
-155000,-9.09,187.011,497.5
-154900,-8.72,187.393,497.86
-154800,-9.03,187.776,498.2
-154700,-9.28,188.159,498.54
-154600,-8.63,188.541,498.88
-154500,-8.43,189,499.22
-154400,-8.19,189.304,499.56
-154300,-8.109,189.683,499.89
-154200,-8.03,190.063,500.23
-154100,-9,190.442,500.57
-154000,-9.1,190.821,500.91
-153900,-8.36,191.201,501.25
-153800,-7.97,191.58,501.59
-153700,-7.64,191.96,501.93
-153600,-7.89,192.339,502.27
-153500,-7.91,192.719,502.61
-153400,-8.65,193.098,502.95
-153300,-8.07,193.478,503.28
-153200,-7.976,193.857,503.62
-153100,-7.88,194.237,503.96
-153000,-7.88,194.616,504.3
-152900,-7.83,194.995,504.64
-152800,-8.14,195.375,504.93
-152700,-7.45,195.754,505.22
-152600,-7.17,196.134,505.51
-152500,-7.4,196.513,505.8
-152400,-7.66,196.893,506.09
-152300,-7.43,197.272,506.38
-152200,-7.61,197.652,506.67
-152100,-7.93,198.031,506.97
-152000,-7.81,198.411,507.26
-151900,-7.76,198.79,507.55
-151800,-7.65,199.169,507.76
-151700,-7.7,199.549,507.98
-151600,-7.6,199.928,508.2
-151500,-7.01,200.308,508.42
-151400,-8.11,200.6,508.64
-151300,-7.16,199.642,508.85
-151200,-7.42,198.863,509.07
-151100,-7.77,198.084,509.29
-151000,-7.66,197.305,509.51
-150900,-7.43,196.526,509.73
-150800,-7.53,195.747,509.85
-150700,-7.31,194.968,509.97
-150600,-7.55,194.189,510.09
-150500,-7.55,193.41,510.21
-150400,-7.04,192.631,510.33
-150300,-7.17,191.852,510.45
-150200,-6.92,191.073,510.57
-150100,-6.96,190.294,510.69
-150000,-7,189.515,510.82
-149900,-7.14,188.9,510.94
-149800,-6.92,191.9,510.94
-149700,-7.84,193.076,510.94
-149600,-6.91,194.218,510.94
-149500,-7.86,195.36,510.94
-149400,-7.86,196.502,510.94
-149300,-8.49,197.644,510.94
-149200,-8.09,198.786,510.94
-149100,-8.31,199.928,510.94
-149000,-8.14,201.07,510.94
-148900,-7.65,202.212,510.94
-148800,-8.31,203,510.84
-148700,-8.38,202.77,510.74
-148600,-8.15,202.594,510.65
-148500,-7.94,202.418,510.55
-148400,-7.15,202.242,510.45
-148300,-7.66,202.066,510.36
-148200,-8.2,201.89,510.26
-148100,-7.35,201.714,510.16
-148000,-7.33,201.538,510.06
-147900,-8.07,201.362,509.97
-147800,-8.8,201.187,509.73
-147700,-8.49,201.011,509.48
-147600,-8.66,200.835,509.24
-147500,-8.87,200.659,509
-147400,-8.78,200.483,508.76
-147300,-8.62,200.307,508.52
-147200,-8.26,200.131,508.27
-147100,-7.54,199.955,508.03
-147000,-7.9,199.779,507.79
-146900,-7.65,199.604,507.55
-146800,-8.33,199.428,507.21
-146700,-6.82,199.252,506.87
-146600,-8.18,199.076,506.53
-146500,-7.97,198.9,506.19
-146400,-8.33,198.724,505.85
-146300,-8.48,198.548,505.51
-146200,-8.09,198.372,505.17
-146100,-7.38,198.196,504.83
-146000,-8.82,198.02,504.5
-145900,-9.29,197.845,504.16
-145800,-8.8,197.669,503.7
-145700,-8.592,197.493,503.24
-145600,-8.39,197.317,502.78
-145500,-8.99,197.141,502.32
-145400,-7.92,196.9,501.86
-145300,-8.1,196.776,501.4
-145200,-8.22,196.579,500.94
-145100,-8.96,196.383,500.48
-145000,-7.91,196.186,500.02
-144900,-8.27,195.989,499.56
-144800,-8.47,195.793,499.07
-144700,-7.93,195.596,498.59
-144600,-8.47,195.399,498.1
-144500,-8.34,195.203,497.62
-144400,-8.3,195.006,497.13
-144300,-7.64,194.809,496.65
-144200,-8.07,194.613,496.17
-144100,-8.87,194.416,495.68
-144000,-9.09,194.219,495.2
-143900,-8.722,194.023,494.71
-143800,-8.35,193.826,494.18
-143700,-9.1,193.629,493.65
-143600,-8.51,193.433,493.11
-143500,-7.5,193.236,492.58
-143400,-8.04,193.039,492.05
-143300,-9.04,192.843,491.52
-143200,-8.84,192.646,490.98
-143100,-8.91,192.449,490.45
-143000,-8.23,192.253,489.92
-142900,-7.66,192.056,489.39
-142800,-8.27,191.859,488.93
-142700,-8.15,191.663,488.47
-142600,-8.71,191.466,488
-142500,-8.61,191.269,487.54
-142400,-9.29,191.073,487.08
-142300,-9.023,190.876,486.62
-142200,-8.78,190.679,486.16
-142100,-8.42,190.4,485.7
-142000,-7.82,190.717,485.24
-141900,-8.51,191.263,484.78
-141800,-7.95,191.81,484.4
-141700,-8,192.356,484.01
-141600,-9.33,192.903,483.62
-141500,-8.81,193.449,483.23
-141400,-8.38,193.996,482.85
-141300,-8.84,194.542,482.46
-141200,-8.76,195.089,482.07
-141100,-9.17,195.635,481.68
-141000,-9.13,196.4,481.3
-140900,-9.02,195.6,480.91
-140800,-8.67,195.67,480.64
-140700,-8.851,195.74,480.38
-140600,-9.06,195.81,480.11
-140500,-8.22,195.88,479.84
-140400,-8.47,195.95,479.58
-140300,-9.11,196.021,479.31
-140200,-9.19,196.091,479.05
-140100,-8.01,196.161,478.78
-140000,-9.13,196.231,478.51
-139900,-8.48,196.301,478.25
-139800,-9.14,196.372,478.15
-139700,-8.85,196.442,478.05
-139600,-8.57,196.5,477.96
-139500,-8.54,195.063,477.86
-139400,-8.77,193.835,477.76
-139300,-9.32,192.3,477.67
-139200,-9.14,192.156,477.57
-139100,-8.94,191.963,477.47
-139000,-9.07,191.77,477.37
-138900,-9.43,191.578,477.28
-138800,-8.78,191.385,477.4
-138700,-9.01,191.192,477.52
-138600,-8.85,191,477.64
-138500,-7.93,190.807,477.76
-138400,-8.53,190.614,477.88
-138300,-8.49,190.422,478
-138200,-8.06,190.2,478.13
-138100,-8.33,191.875,478.25
-138000,-7.77,194.2,478.37
-137900,-8.19,194.012,478.49
-137800,-8.59,193.783,478.83
-137700,-8.35,193.554,479.17
-137600,-7.77,193.4,479.51
-137500,-8.11,193.752,479.84
-137400,-8.28,194.017,480.18
-137300,-7.46,194.3,480.52
-137200,-7.44,195.291,480.86
-137100,-8.68,196.357,481.2
-137000,-8.46,197.423,481.54
-136900,-8.12,198.489,481.88
-136800,-8.51,199.555,482.41
-136700,-8.27,201.1,482.94
-136600,-8.77,195.8,483.48
-136500,-8.73,197.199,484.01
-136400,-8.48,199.288,484.54
-136300,-7.89,202.4,485.07
-136200,-8.39,202.039,485.61
-136100,-7.39,201.33,486.14
-136000,-6.54,200.7,486.67
-135900,-7.47,201.7,487.21
-135800,-8.01,200.603,487.93
-135700,-6.83,199.282,488.66
-135600,-7.15,198,489.39
-135500,-7.73,198,490.11
-135400,-7.77,198,490.84
-135300,-7.66,198,491.56
-135200,-6.99,198,492.29
-135100,-8.34,200.4,493.02
-135000,-6.88,204.5,493.74
-134900,-6.29,204.429,494.47
-134800,-6.31,204.31,495.39
-134700,-5.76,204.191,496.31
-134600,-5.79,204.072,497.23
-134500,-5.89,203.953,498.15
-134400,-5.48,203.834,499.07
-134300,-5.61,203.7,499.99
-134200,-4.65,206.459,500.91
-134100,-5.18,208.9,501.83
-134000,-4.84,209.2,502.75
-133900,-3.66,209.445,503.67
-133800,-5.32,209.689,504.69
-133700,-4.8,209.933,505.71
-133600,-3.7,210.177,506.72
-133500,-2.99,210.422,507.74
-133400,-4.68,210.6,508.76
-133300,-4.71,214.426,509.77
-133200,-3.03,217.438,510.79
-133100,-4.13,223.9,511.81
-133000,-3.55,223.852,512.83
-132900,-3.27,223.783,513.84
-132800,-3.46,223.714,514.93
-132700,-3.27,223.644,516.02
-132600,-2.13,223.575,517.11
-132500,-3.15,223.5,518.2
-132400,-2.32,224.15,519.29
-132300,-1.33,224.857,520.38
-132200,-1.52,225.564,521.47
-132100,-2.85,226.271,522.56
-132000,-1.78,226.978,523.65
-131900,-1.76,227.684,524.74
-131800,-1.59,228.391,525.8
-131700,-1.13,228.9,526.87
-131600,-1.17,234.292,527.94
-131500,-0.12,240.4,529
-131400,0.07,242.408,530.07
-131300,0.4,245,531.13
-131200,0.35,246.134,532.2
-131100,0.4,247.013,533.26
-131000,0.42,247.891,534.33
-130900,0.9,248.77,535.39
-130800,1,249.649,536.31
-130700,1.34,250.528,537.23
-130600,2.15,251.407,538.15
-130500,3.25,252.286,539.07
-130400,1.67,253.165,539.99
-130300,1.91,254.043,540.91
-130200,2.12,254.922,541.83
-130100,3.39,255.801,542.76
-130000,2.31,256.68,543.68
-129900,2.92,257.559,544.6
-129800,2.42,258.438,545.32
-129700,3.37,257.9,546.05
-129600,3.26,258.817,546.77
-129500,3.44,260.58,547.5
-129400,2.98,262.342,548.23
-129300,3.77,263.4,548.95
-129200,3.12,263.905,549.68
-129100,3.66,264.1,550.41
-129000,3.88,273.746,551.13
-128900,4.51,282.6,551.86
-128800,3.34,283.679,552.34
-128700,4.84,285.313,552.83
-128600,3.84,286.8,553.31
-128500,4.71,286.938,553.8
-128400,4.08,287.1,554.28
-128300,4.79,274,554.77
-128200,3.26,274.527,555.25
-128100,3.97,274.893,555.73
-128000,4.32,275.26,556.22
-127900,4.4,275.6,556.7
-127800,3.59,275.487,556.85
-127700,2.95,275.382,556.99
-127600,2.44,275.3,557.14
-127500,2.08,272.138,557.28
-127400,2.86,269.546,557.43
-127300,2.25,266.954,557.57
-127200,2.65,264.363,557.72
-127100,2.14,262.6,557.87
-127000,2.53,262.546,558.01
-126900,2.14,262.5,558.16
-126800,2.39,263.874,557.99
-126700,1.77,265.471,557.82
-126600,1.33,267.1,557.65
-126500,0.33,269.677,557.48
-126400,2.06,272.306,557.31
-126300,0.91,273.7,557.14
-126200,2.14,274.247,556.97
-126100,1.11,274.62,556.8
-126000,1.39,274.992,556.63
-125900,0.21,275.365,556.46
-125800,1.08,275.737,555.88
-125700,1.33,276.109,555.3
-125600,1.14,276.482,554.72
-125500,1.68,276.854,554.14
-125400,0.96,277.1,553.55
-125300,2.01,273,552.97
-125200,0.92,275.295,552.39
-125100,0.81,279.7,551.81
-125000,1.57,275.983,551.23
-124900,2.1,271.394,550.65
-124800,0.87,266.3,549.8
-124700,1.85,266.35,548.95
-124600,1.54,266.407,548.11
-124500,2.11,266.463,547.26
-124400,1.93,266.519,546.41
-124300,2.5,266.6,545.56
-124200,2.46,268.7,544.72
-124100,0.83,269.461,543.87
-124000,2.04,270.135,543.02
-123900,3.12,270.809,542.17
-123800,2.3,271.482,541.01
-123700,2.39,272.156,539.85
-123600,3.01,272.83,538.69
-123500,2.2,273.503,537.52
-123400,1.29,274.177,536.36
-123300,2.37,274.851,535.2
-123200,2.32,275.524,534.04
-123100,2.14,276.4,532.88
-123000,1.07,275.985,531.71
-122900,2.71,275.393,530.55
-122800,2.06,274.801,529.19
-122700,2.06,274.209,527.84
-122600,1.99,273.616,526.48
-122500,1.28,273.024,525.13
-122400,1.72,272.432,523.77
-122300,2.06,272.1,522.41
-122200,1.71,272.697,521.06
-122100,1.5,273.111,519.7
-122000,0.47,273.526,518.35
-121900,1.69,273.94,516.99
-121800,1.67,274.355,515.54
-121700,0.98,274.769,514.08
-121600,2.88,275.184,512.63
-121500,1.55,275.598,511.18
-121400,1.55,276.013,509.73
-121300,1.39,276.427,508.27
-121200,1.08,276.842,506.82
-121100,2.5,277.256,505.37
-121000,1.42,277.6,503.91
-120900,1.31,275.315,502.46
-120800,1.12,273.363,501.03
-120700,0.96,271.41,499.6
-120600,0.99,269.457,498.18
-120500,1.14,267.504,496.75
-120400,1.25,265.2,495.32
-120300,1.9,265.974,493.89
-120200,0.59,266.918,492.46
-120100,0.84,267.861,491.03
-120000,0.47,268.805,489.6
-119900,0.66,269.748,488.17
-119800,1.25,270.692,486.84
-119700,0.28,271.9,485.51
-119600,0.67,272.027,484.18
-119500,-0.33,272.203,482.85
-119400,0.3,272.379,481.52
-119300,0.72,272.555,480.18
-119200,0.32,272.731,478.85
-119100,0.56,272.907,477.52
-119000,1.33,273.082,476.19
-118900,0.29,273.258,474.86
-118800,0.75,273.434,473.72
-118700,-0.35,273.61,472.58
-118600,0.16,273.7,471.44
-118500,0.5,272.689,470.3
-118400,-0.7,272.011,469.17
-118300,0.22,271.332,468.03
-118200,0.05,270.653,466.89
-118100,0.73,269.975,465.75
-118000,-0.87,269.296,464.61
-117900,-0.41,268.618,463.48
-117800,-0.51,267.939,462.6
-117700,0.39,267.396,461.73
-117600,-0.39,266.988,460.86
-117500,-0.76,266.579,459.99
-117400,0.34,266.171,459.12
-117300,-0.56,265.763,458.24
-117200,-0.56,265.354,457.37
-117100,-0.99,264.946,456.5
-117000,-0.79,264.538,455.63
-116900,-1.71,264.129,454.76
-116800,-0.56,263.721,454.2
-116700,-1.48,263.313,453.64
-116600,-1.6,262.904,453.09
-116500,-1.24,262.5,452.53
-116400,-1.21,263.281,451.97
-116300,-1.55,264.055,451.42
-116200,-1.73,264.829,450.86
-116100,-2.56,265.602,450.3
-116000,-1.71,266.376,449.75
-115900,-1.42,267.15,449.19
-115800,-2.6,267.924,449.02
-115700,-2.28,268.697,448.85
-115600,-2.07,269.471,448.68
-115500,-2.36,270.245,448.51
-115400,-2.6,271.018,448.34
-115300,-2.18,271.792,448.17
-115200,-2.16,272.566,448
-115100,-2.45,273.2,447.83
-115000,-2.17,273.497,447.66
-114900,-2.49,273.748,447.49
-114800,-1.63,274,447.66
-114700,-2.69,274.251,447.83
-114600,-3.31,274.5,448
-114500,-3.09,271.88,448.17
-114400,-2.55,269.286,448.34
-114300,-2.96,266.692,448.51
-114200,-2.01,264.098,448.68
-114100,-2.83,261.4,448.85
-114000,-3.03,261.964,449.02
-113900,-2.82,262.552,449.19
-113800,-3.26,263.139,449.72
-113700,-4.69,263.727,450.25
-113600,-3.73,264.314,450.79
-113500,-4.35,264.902,451.32
-113400,-3.53,265.489,451.85
-113300,-3.64,266.3,452.38
-113200,-3.21,265.875,452.92
-113100,-4.1,265.189,453.45
-113000,-4.49,264.503,453.98
-112900,-4.64,263.818,454.52
-112800,-4.36,263.132,455.36
-112700,-3.82,262.446,456.21
-112600,-5.07,261.761,457.06
-112500,-4.15,261.075,457.91
-112400,-5.63,260.389,458.75
-112300,-5.14,259.703,459.6
-112200,-4.48,259.018,460.45
-112100,-5.62,258.332,461.3
-112000,-4.83,257.646,462.14
-111900,-5.18,256.7,462.99
-111800,-5.47,256.534,464.03
-111700,-5.43,256.267,465.07
-111600,-5.19,256,466.11
-111500,-5.41,255.733,467.16
-111400,-5.77,255.465,468.2
-111300,-4.12,255.198,469.24
-111200,-4.96,254.931,470.28
-111100,-5.45,254.664,471.32
-111000,-4.93,254.396,472.36
-110900,-5.29,254.129,473.4
-110800,-4.78,253.862,474.61
-110700,-5.57,253.595,475.82
-110600,-5.26,253.327,477.04
-110500,-5.12,253.06,478.25
-110400,-4.47,252.793,479.46
-110300,-5.62,252.526,480.67
-110200,-6.42,252.258,481.88
-110100,-4.25,251.991,483.09
-110000,-5.67,251.724,484.3
-109900,-5.01,251.457,485.51
-109800,-5.41,251.2,486.77
-109700,-5.58,250.847,488.03
